Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/annotate,31,0,990,1048.2528897437958,770.6656670197845,1633.9164579985663,799414.0,0.7097330263399434,0.0,990,1100,1100,1100,1300,1500,1600,1600,1600,1600,1600
POST,/api/predict,83,0,650,660.3625631829477,489.8385839769617,1234.7575830062851,343.3855421686747,1.900252941490816,0.0,650,690,710,720,770,840,1100,1200,1200,1200,1200
,Aggregated,114,0,690,765.8415116337046,489.8385839769617,1633.9164579985663,217634.51754385966,2.6099859678307595,0.0,690,770,890,960,1100,1200,1500,1500,1600,1600,1600
