Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/annotate,32,0,2900,3384.1431498130987,2045.4484170186333,5816.5405000327155,799414.0,0.7319034969503614,0.0,3100,4000,4100,4200,4500,5400,5800,5800,5800,5800,5800
POST,/api/predict,115,0,1700,2024.5622521812986,1054.3567079585046,6638.81091598887,343.1565217391304,2.630278192165361,0.0,1700,2100,2400,2600,3100,3300,3700,3800,6600,6600,6600
,Aggregated,147,0,2000,2320.5254407814186,1054.3567079585046,6638.81091598887,174290.55102040817,3.362181689115723,0.0,2000,2600,2900,3100,3700,4200,5400,5800,6600,6600,6600
